Categoria Pai;Categoria Filho 01;Categoria Filho 02;Categoria Filho 03;Categoria Filho 04;Categoria Filho 05;Categoria Filho 06
Indústria e Comércio;Ferramentas Industriais;Plasturgia;Moinhos para Plástico;;;
Indústria e Comércio;Ferramentas Industriais;Plasturgia;Outros;;;
Indústria e Comércio;Ferramentas Industriais;Plasturgia;Máquinas Extrusoras;;;
Indústria e Comércio;Ferramentas Industriais;Plasturgia;Máquinas Injetoras de Plástico;;;
Indústria e Comércio;Ferramentas Industriais;Balanceadoras de Rodas;;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Outros;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Plainas Limadoras;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Tornos Mecânicos;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Fresadoras;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Eletroerosões;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Rectificadoras;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Politrizes;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Máquinas de Jato de Areia;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Máquinas Rosqueadeiras;;;
Indústria e Comércio;Ferramentas Industriais;Usinagem e Acabamento;Seccionadeiras Verticais;;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;;;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Outros;;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Guinchos Hidráulicos;;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Talhas;;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Talhas;Outros;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Talhas;Talhas Elétricas;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Talhas;Talhas Manuais;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Pontes Rolantes;;;
Indústria e Comércio;Ferramentas Industriais;Carga e Descarga;Empilhadeiras Hidráulicas;;;
Indústria e Comércio;Ferramentas Industriais;Máquinas Copiadoras de Chaves;;;;
Indústria e Comércio;Ferramentas Industriais;Serras;;;;
Indústria e Comércio;Ferramentas Industriais;Bobinadeiras;;;;
Indústria e Comércio;Ferramentas Industriais;Motores Estacionários;;;;
Indústria e Comércio;Ferramentas Industriais;Máquinas de Descascar Fios;;;;
Indústria e Comércio;Ferramentas Industriais;Coletores de Pó;;;;
Indústria e Comércio;Ferramentas Industriais;Furadeiras a Combustão;;;;
Indústria e Comércio;Ferramentas Industriais;Rebobinadeiras para Papel;;;;
Indústria e Comércio;Ferramentas Industriais;CNC;;;;
Indústria e Comércio;Ferramentas Industriais;CNC;Outros;;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;Cortadoras e Gravadoras Laser;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;Outros;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;Tornos CNC;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;Centros de Usinagem CNC;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;Routers CNC;;
Indústria e Comércio;Ferramentas Industriais;CNC;Máquinas CNC;Fresadoras CNC;;
Indústria e Comércio;Ferramentas Industriais;CNC;Peças CNC;;;
Indústria e Comércio;Ferramentas Industriais;CNC;Peças CNC;Tubos Láser de CO2;;
Indústria e Comércio;Ferramentas Industriais;CNC;Peças CNC;Controladores CNC;;
Indústria e Comércio;Ferramentas Industriais;CNC;Peças CNC;Servomotores CNC;;
Indústria e Comércio;Ferramentas Industriais;CNC;Peças CNC;Outros;;
Indústria e Comércio;Equipamento Médico;;;;;
Indústria e Comércio;Equipamento Médico;Encapsuladoras Manuais;;;;
Indústria e Comércio;Equipamento Médico;Cabines de Fluxo Laminar;;;;
Indústria e Comércio;Equipamento Médico;Máquinas Centrífugas;;;;
Indústria e Comércio;Equipamento Médico;Desfibriladores Externos;;;;
Indústria e Comércio;Equipamento Médico;Ensino e Treinamento;;;;
Indústria e Comércio;Equipamento Médico;Ensino e Treinamento;Modelos de Esqueletos Humanos;;;
Indústria e Comércio;Equipamento Médico;Ensino e Treinamento;Manequim RCP;;;
Indústria e Comércio;Equipamento Médico;Ensino e Treinamento;Modelos Anatômicos de Órgãos;;;
Indústria e Comércio;Equipamento Médico;Ensino e Treinamento;Outros;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Bancos;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Fornos;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Braquetes;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Escaladores Ultrassônicos;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Cureta Gracey;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Seringas Odontológicas;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Kits de Instrumentos;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Micromotores Odontológicos;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Pinças Odontológicas;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Próteses Dentárias;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Instrumentos Odontológicos;Outros;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Focos e Fotopolimerizadores;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Focos e Fotopolimerizadores;Focos Cirúrgicos;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Focos e Fotopolimerizadores;Fotopolimerizadores;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Focos e Fotopolimerizadores;Outros;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Limpadores Ultrassônicos;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Grillz para Dentes;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Cadeiras Odontológicas;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Caneta Alta Rotação;;;
Indústria e Comércio;Equipamento Médico;Equipamento Odontológico;Outros;;;
Indústria e Comércio;Equipamento Médico;Aparelhos de Magnetoterapia;;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Balanças Médicas;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Dopplers Fetais;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Ultrassons;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Eletrocardiógrafos;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Estadiômetros;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Estetoscópios;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Medidores de Glicose;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Microscópios Médicos;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Negatoscópios;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Oftalmoscópios;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Otoscópios;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Oxímetros;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Adipômetros;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Peças para Estetoscópios;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Outros;;;
Indústria e Comércio;Equipamento Médico;Controle e Medição;Kits de Enfermagem;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Cateteres;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Espátulas de Ayre;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Fios de Suturar;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Seringas;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Torniquetes Médicos;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Mangueiras;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Martelos de Reflexo;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Pinças Hemostáticas;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Sondas;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Outros;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Indumentária Cirúrgica;;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Indumentária Cirúrgica;Máscaras Cirúrgicas;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Indumentária Cirúrgica;Luvas de Procedimentos;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Indumentária Cirúrgica;Outros;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Indumentária Cirúrgica;Propés Descartáveis;;
Indústria e Comércio;Equipamento Médico;Instrumentos Médicos;Indumentária Cirúrgica;Aventais;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Autoclaves Esterilizadoras;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Balanças de Laboratório;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Balões de Destilação;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Óculos Lupa Cirúrgica;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Buretas;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Erlenmeyers;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Frascos Conta Gotas;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Estantes para Tubos de Ensaio;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Microtubos;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Pipetas;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Provetas;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Tubos de Ensaio;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Copos Becker;;;
Indústria e Comércio;Equipamento Médico;Materiais para Laboratório;Outros;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Biombos;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Camas e Colchões;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Camas e Colchões;Camas Hospitalares;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Camas e Colchões;Macas para Consultórios;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Camas e Colchões;Colchões Anti Escaras;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Camas e Colchões;Outros;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Macas para Ambulâncias;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Sets de Consultório;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Mesas para Instrumental Médico;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Mesas de Exame Clínico;;;
Indústria e Comércio;Equipamento Médico;Móveis Médicos e Hospitalares;Outros;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;Aparelhos CPAP;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;Filtros CPAP;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;Máscara Nasal para CPAP;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;Geradores de Ozônio;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;Cilindros de Oxigênio;;;
Indústria e Comércio;Equipamento Médico;Oxigenoterapia;Outros;;;
Indústria e Comércio;Equipamento Médico;Outros;;;;
Indústria e Comércio;Equipamento Médico;Lámparas Cialíticas;;;;
Indústria e Comércio;Gráfica e Impressão;;;;;
Indústria e Comércio;Gráfica e Impressão;Plotters de Recorte;;;;
Indústria e Comércio;Gráfica e Impressão;Máquinas de Corte e Vinco;;;;
Indústria e Comércio;Gráfica e Impressão;Máquinas de Corte e Vinco;Manuais;;;
Indústria e Comércio;Gráfica e Impressão;Máquinas de Corte e Vinco;Elétricas;;;
Indústria e Comércio;Gráfica e Impressão;Impressoras Offset;;;;
Indústria e Comércio;Gráfica e Impressão;Codificadoras e Datadoras;;;;
Indústria e Comércio;Gráfica e Impressão;Lâminas para Plotters;;;;
Indústria e Comércio;Gráfica e Impressão;Máquinas Corta Fitas Elétricas;;;;
Indústria e Comércio;Gráfica e Impressão;Plastificado;;;;
Indústria e Comércio;Gráfica e Impressão;Plastificado;Bolsas para Plastificação;;;
Indústria e Comércio;Gráfica e Impressão;Plastificado;Bobinas para Plastificação;;;
Indústria e Comércio;Gráfica e Impressão;Plastificado;Outros;;;
Indústria e Comércio;Gráfica e Impressão;Plastificado;Plastificadoras;;;
Indústria e Comércio;Gráfica e Impressão;Serigrafia;;;;
Indústria e Comércio;Gráfica e Impressão;Serigrafia;Máquinas de Serigrafia;;;
Indústria e Comércio;Gráfica e Impressão;Serigrafia;Kits de Serigrafia;;;
Indústria e Comércio;Gráfica e Impressão;Serigrafia;Telas para Silk Screen;;;
Indústria e Comércio;Gráfica e Impressão;Serigrafia;Tintas para Serigrafia;;;
Indústria e Comércio;Gráfica e Impressão;Serigrafia;Outros;;;
Indústria e Comércio;Gráfica e Impressão;Tampográficas;;;;
Indústria e Comércio;Gráfica e Impressão;Tampográficas;Automáticas;;;
Indústria e Comércio;Gráfica e Impressão;Tampográficas;Manuais;;;
Indústria e Comércio;Gráfica e Impressão;Impressoras Térmicas;;;;
Indústria e Comércio;Gráfica e Impressão;Outros;;;;
Indústria e Comércio;Equipamento para Comércios;;;;;
Indústria e Comércio;Equipamento para Comércios;Carrinhos de Feira;;;;
Indústria e Comércio;Equipamento para Comércios;Dispensadores de Senha;;;;
Indústria e Comércio;Equipamento para Comércios;Cortinas para Câmaras Frias;;;;
Indústria e Comércio;Equipamento para Comércios;Portas de Enrolar;;;;
Indústria e Comércio;Equipamento para Comércios;Poltronas para Auditório;;;;
Indústria e Comércio;Equipamento para Comércios;Dispensadores de Copos;;;;
Indústria e Comércio;Equipamento para Comércios;Vending Machines;;;;
Indústria e Comércio;Equipamento para Comércios;Vending Machines;Doces e Bolinhas;;;
Indústria e Comércio;Equipamento para Comércios;Vending Machines;Vending Machines de Café;;;
Indústria e Comércio;Equipamento para Comércios;Vending Machines;Outras;;;
Indústria e Comércio;Equipamento para Comércios;Vending Machines;Vending Machines de Cigarros;;;
Indústria e Comércio;Equipamento para Comércios;Vending Machines;Alimentos e Bebidas Frias;;;
Indústria e Comércio;Equipamento para Comércios;Parlatório;;;;
Indústria e Comércio;Equipamento para Comércios;Parlatório;Tarifadores;;;
Indústria e Comércio;Equipamento para Comércios;Parlatório;Cabines;;;
Indústria e Comércio;Equipamento para Comércios;Parlatório;Outros;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Contadoras de Cédulas;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Caixas Registradoras;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Gavetas de Dinheiro;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Caixas de Supermercado;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Molha Dedos;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;SAT fiscal;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Leitores de Cartões Magnéticos;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Máquinas POS para cartões;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Kits de Pontos de Venda;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Leitores de Código de Barras;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Contadoras de Moedas;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Outros;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Detectores de Notas Falsas;;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Detectores de Notas Falsas;Outros;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Detectores de Notas Falsas;Máquinas Detectoras;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Detectores de Notas Falsas;Canetas Detectoras;;
Indústria e Comércio;Equipamento para Comércios;Cobrança e Controle;Detectores de Notas Falsas;Lanternas Detectoras;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Porta Preço;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Aplicadores de Tags;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Cartaz;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Pinos para Etiquetas;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Rolos de Etiquetas;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Roletes para Etiquetadoras;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Impressoras;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Etiquetadoras;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Fitas para Rotuladores;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Alarmes para Roupa;;;
Indústria e Comércio;Equipamento para Comércios;Rotulagem de Mercadoria;Outros;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Organizadores de Filas;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Caixas empilháveis;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Bombonas;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Gavetas Empilháveis;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Tag Pins;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Outros;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Painéis Canaletados;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Ganchos e Suportes de Painéis;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Manequins;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Araras de Roupas;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Outros Expositores;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Fitas Cross;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Balcões;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Vitrines;;
Indústria e Comércio;Equipamento para Comércios;Organização e Exibição;Expositores;Gôndolas;;
Indústria e Comércio;Equipamento para Comércios;Balanças;;;;
Indústria e Comércio;Equipamento para Comércios;Balanças;Comerciais;;;
Indústria e Comércio;Equipamento para Comércios;Balanças;De Precisão;;;
Indústria e Comércio;Equipamento para Comércios;Balanças;Outros;;;
Indústria e Comércio;Equipamento para Comércios;Cestas de Supermercado;;;;
Indústria e Comércio;Equipamento para Comércios;Outros;;;;
Indústria e Comércio;Têxtil e Calçado;;;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;Tiras para Chinelos;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;Facas de Corte;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;Outras Máquinas;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;Máquinas de Chinelos Completas;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;Colocadores de Tiras;;;
Indústria e Comércio;Têxtil e Calçado;Fabricação de Chinelos;Carimbadoras de Chinelos;;;
Indústria e Comércio;Têxtil e Calçado;Outros;;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Máquinas de Estampar;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Cortadores Elétricos de Tecido;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Tecidos;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Matrizes para Bordados;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Bastidores para Bordadeiras;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Agulhas de Bordar;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Outros Insumos;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Moldes para Costura;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Ilhos;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Acessórios;Guias;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Máquinas de Cortar Viés;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Máquinas de Bordar;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Máquinas de Costura;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Peças para Bordadeiras;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Máquinas De Tricô;;;
Indústria e Comércio;Têxtil e Calçado;Confecção de Roupas;Outros;;;
Indústria e Comércio;Têxtil e Calçado;Lavagem e Passagem;;;;
Indústria e Comércio;Têxtil e Calçado;Lavagem e Passagem;Mesas de Passar Industriais;;;
Indústria e Comércio;Têxtil e Calçado;Lavagem e Passagem;Máquinas de Lavar Roupas;;;
Indústria e Comércio;Têxtil e Calçado;Lavagem e Passagem;Pistolas para Limpeza Textil;;;
Indústria e Comércio;Têxtil e Calçado;Lavagem e Passagem;Prensas de Passar;;;
Indústria e Comércio;Têxtil e Calçado;Lavagem e Passagem;Outros;;;
Construção;;;;;;
Construção;Pisos e Rejuntes;;;;;
Construção;Pisos e Rejuntes;Papeis de Parede;;;;
Construção;Pisos e Rejuntes;Outros;;;;
Construção;Pisos e Rejuntes;Pisos Vinílicos;;;;
Construção;Pisos e Rejuntes;Pisos de Madeira;;;;
Construção;Pisos e Rejuntes;Pisos Cerâmico;;;;
Construção;Pisos e Rejuntes;Pisos Porcelanato;;;;
Construção;Pisos e Rejuntes;Carpetes;;;;
Construção;Pisos e Rejuntes;Pisos de Borracha;;;;
Construção;Pisos e Rejuntes;Pisos Cimenticios;;;;
Construção;Pisos e Rejuntes;Pisos de Pedra;;;;
Construção;Pisos e Rejuntes;Azulejos e Pastilhas;;;;
Construção;Pisos e Rejuntes;Rodapés;;;;
Construção;Pisos e Rejuntes;Mezaninos;;;;
Construção;Pisos e Rejuntes;Blocos de Vidro;;;;
Construção;Pisos e Rejuntes;Cerâmicos Simil Madeira;;;;
Construção;Pisos e Rejuntes;Molduras;;;;
Construção;Pisos e Rejuntes;Placas de Gesso;;;;
Construção;Pisos e Rejuntes;Rejuntes Cimientícios;;;;
Construção;Pisos e Rejuntes;Rejuntes Cimientícios;Microcimento;;;
Construção;Pisos e Rejuntes;Rejuntes Cimientícios;Outros;;;
Construção;Pisos e Rejuntes;Rejuntes Cimientícios;Rejuntes Texturizados;;;
Construção;Pisos e Rejuntes;Pisos Laminados;;;;
Construção;Máquinas para Construção;;;;;
Construção;Máquinas para Construção;Betoneiras;;;;
Construção;Máquinas para Construção;Projetores;;;;
Construção;Máquinas para Construção;Outras;;;;
Construção;Máquinas para Construção;Máquinas de Blocos;;;;
Construção;Máquinas para Construção;Vibradores de Concreto;;;;
Construção;Máquinas para Construção;Placas Vibratórias;;;;
Construção;Máquinas para Construção;Alisadoras de Piso;;;;
Construção;Máquinas para Construção;Britadores de Mandíbulas;;;;
Construção;Máquinas para Construção;Misturadoras de Pó;;;;
Construção;Máquinas para Construção;Compactadores de Percussão;;;;
Construção;Máquinas para Construção;Cortadoras de Piso;;;;
Construção;Máquinas para Construção;Rolos Compactadores;;;;
Construção;Outros;;;;;
Construção;Loja das Tintas;;;;;
Construção;Loja das Tintas;Diluentes e Solventes;;;;
Construção;Loja das Tintas;Terminação de Superfíces;;;;
Construção;Loja das Tintas;Terminação de Superfíces;Massas Corridas e Plásticas;;;
Construção;Loja das Tintas;Terminação de Superfíces;Outros;;;
Construção;Loja das Tintas;Terminação de Superfíces;Aditivos para Cimento;;;
Construção;Loja das Tintas;Outros;;;;
Construção;Loja das Tintas;Acessórios para Tintas;;;;
Construção;Loja das Tintas;Acessórios para Tintas;Aerógrafos;;;
Construção;Loja das Tintas;Acessórios para Tintas;Espatulas;;;
Construção;Loja das Tintas;Acessórios para Tintas;Rolos;;;
Construção;Loja das Tintas;Acessórios para Tintas;Pincéis para Tinta;;;
Construção;Loja das Tintas;Acessórios para Tintas;Colheres de Pedreiros;;;
Construção;Loja das Tintas;Acessórios para Tintas;Outros;;;
Construção;Loja das Tintas;Acessórios para Tintas;Fitas de Papel;;;
Construção;Loja das Tintas;Acessórios para Tintas;Bandejas de Pintor;;;
Construção;Loja das Tintas;Acessórios para Tintas;Papelão Corrugado;;;
Construção;Loja das Tintas;Acessórios para Tintas;Cobertores Plásticos;;;
Construção;Loja das Tintas;Acessórios para Tintas;Alisadores;;;
Construção;Loja das Tintas;Acessórios para Tintas;Lixas;;;
Construção;Loja das Tintas;Acabamentos;;;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;Vernizes;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;Seladores e Impregnantes;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;Outros;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;Corantes;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;Lacas;;
Construção;Loja das Tintas;Acabamentos;Para Madeiras;Tintas Protetoras;;
Construção;Loja das Tintas;Acabamentos;Para Tijolos e Pedras;;;
Construção;Loja das Tintas;Acabamentos;Outros;;;
Construção;Loja das Tintas;Tintas;;;;
Construção;Loja das Tintas;Tintas;Outros;;;
Construção;Loja das Tintas;Tintas;Tintas Sprays;;;
